actor_id,actor_name
124,Alan Taylor
125,Nick Gomez
126,Stacy Keach
127,Chelsea Field
128,Nelson Ascencio
129,Cole Hauser
130,Martin Dew
131,Mika Boorem
132,Bill Cobbs
133,Jason Kravits
134,Nicholas Hammond
135,Fred Willard
136,Darryl Stephens
137,Kerry Condon
138,Lynn Cohen
139,Thomas Robinson
140,Burghart Klaußner
141,Laurie Metcalf
142,Tracy Middendorf
143,Claudia Lapacó
144,Bart the Bear
145,Patrick St. Esprit
146,Jill Flint
147,Polly Noonan
148,Bjørn Sundquist
149,Ali Daniels
150,Ricky Martin
151,R. Marcos Taylor
152,Gina Montana
153,Ana Claudia Talancón
154,Philip Glenister
155,Claudia Christian
156,Dolly Parton
157,Melanie Kinnaman
158,Jenni 'Jwoww' Farley
159,Cynthia Rhodes
160,Kirpatrick Thomas
161,Phyllida Law
162,Lindsay Price
163,William Shimell
164,Reece Thompson
165,Rachel Crow
166,Kirsten Collins
167,Bob Hoskins
168,Marla Gibbs
169,Don Gordon
170,Allen Covert
171,Sharon Small
172,Seema Biswas
173,James With
174,Lillian Adams
175,Art Carney
176,Adam Carolla
177,Lou Saliba
178,Tiago Riani
179,Tom Ardavany
180,Don Rickles
181,Karen Pittman
182,Tichina Arnold
183,Steven Hill
184,Vanessa Marshall
185,Mara Wilson
186,Lateef Crowder
187,Claire Gordon-Harper
188,Michael Jai White
189,Frankie Valli
190,Sarah Carter
191,Corbin Bleu
192,Kelli Barrett
193,Benjamin Walker
194,James Duval
195,Ed Speleers
196,Joss Ackland
197,Tina Desai
198,Hayden Christensen
199,Jane Fonda
200,Pat Ryan
201,Hans Matheson
202,Lauren London
203,Sendhil Ramamurthy
204,Mike Brett
205,Christopher Denham
206,Daniel Baldwin
207,Lauren Lee Smith
208,Brian Bosworth
209,Joshua Ormond
210,Aleksa Palladino
211,Lisa Brave
212,Cassandra Peterson
213,Sean Harris
214,Aldis Hodge
215,Tatiana Suarez-Pico
216,Thomas Lennon
217,Dylan Walsh
218,George Coulouris
219,Joseph Cross
220,Ed Lauter
221,Matt Prokop
222,Jack Elam
223,Ari Gold
224,James Bolam
225,Betsy Palmer
226,Cree Kelly
227,Hanno Pöschl
228,Nancy Travis
229,Peter Capaldi
230,Leonard Roberts
231,Anne Meara
232,Catherine Dent
233,Shriman Umeshanad Brahmachari
234,James Morrison
235,Anna Karina
236,David Jason
237,Nirut Sirichanya
238,Mykelti Williamson
239,Woody Strode
240,Kevin Chamberlin
241,Bern Cohen
242,Zan Marolt
243,Elizabeth Berkley
244,Jeremy Howard
245,Jim Carter
246,Eric Idle
247,Ralph Bellamy
248,Garrett M. Brown
249,Brian Eno
250,Alicja Bachleda
251,Janet Hubert
252,Jessica Duffy
253,Mare Winningham
254,Gary Lewis
255,Ross Elliott
256,Miranda Otto
257,Samantha Futerman
258,Annabelle Wallis
259,Cornel Wilde
260,Shirley Jones
261,Ashley Palmer
262,Robin Williams
263,John Robinson
264,Paprika Steen
265,Tom Selleck
266,Regi Davis
267,Hayley McFarland
268,Nick Damici
269,Melinda Dillon
270,Kaitlyn Dever
271,Bonnie Somerville
272,Julian Glover
273,Othon Bastos
274,Lusia Strus
275,Natasha Gregson Wagner
276,Marin Hinkle
277,Roschdy Zem
278,Rory Culkin
279,William Kircher
280,Balinese Tari Legong Dancers
281,Benoît Poelvoorde
282,Philip Friedman
283,Michael Dudikoff
284,Al Cliver
285,Roger Cross
286,Parker Bagley
287,Mary Kate Wiles
288,Nick Cannon
289,Ryan O'Neal
290,Luis Tosar
291,Birgitte Hjort Sørensen
292,Ruth Sheen
293,Jessica McNamee
294,Tim Williams
295,Nicol Williamson
296,Kevin Hamedani
297,Stellan Skarsgård
298,David Frederick White
299,James Burnett
300,Gérard Jugnot
301,Marie Avgeropoulos
302,Craig T. Nelson
303,Jacki Weaver
304,Michael Roark
305,Héctor Jiménez
306,Joseph Kaiser
307,Lee Majors
308,Shelley Waggener
309,Kirk Baltz
310,Bob Dylan
311,Nicholas Carella
312,Tom Everett Scott
313,Tonya Lee Williams
314,Antonia Thomas
315,Zachary Gordon
316,Jillian Estell
317,Isaac C. Singleton Jr.
318,Gabourey Sidibe
319,Bess Armstrong
320,Fergie
321,Martin Kove
322,John Ralston
323,Margot Kidder
324,Erica Leerhsen
325,Lil' Wayne
326,Sheryl Crow
327,Elodie Yung
328,Matt Long
329,Mike Bell
330,Terry O'Neill
331,Ólafur Darri Ólafsson
332,Nia Peeples
333,Ruth Negga
334,Douglas Smith
335,Rita Maiden
336,Joanna Cassidy
337,Kati Outinen
338,Abraham Benrubi
339,Brad Lee Wind
340,Jean Stapleton
341,Elton John
342,Cecilia Pillado
343,Danny Strong
344,Ian Bohen
345,Tammin Sursok
346,Paula Kelly
347,Stephanie Vogt
348,Karin Viard
349,Émilie Dequenne
350,Terence Yin
351,Tempestt Bledsoe
352,Colin Firth
353,Vanessa Redgrave
354,Megan Ambuhl Graner
355,Sophie Rois
356,Frank Faylen
357,Barbara Kowalcyk
358,Rick Fox
359,Jim Sturgess
360,Lou Adler
361,Antony Starr
362,Rumi Hiiragi
363,Lara Flynn Boyle
364,Tamala Jones
365,Seth Green
366,Jesse Tyler Ferguson
367,Myrna Loy
368,Jess Weixler
369,Chatchai Plengpanich
370,Leonard Nimoy
371,Graham McTavish
372,Michael Douglas
373,Dean Andrews
374,Maïwenn
375,Kari Wuhrer
376,Miriam Colon
377,Emma de Caunes
378,Jesse Vint
379,Caroline Rhea
380,Matias Varela
381,Esai Morales
382,Óscar Jaenada
383,Gary Daniels
384,Scoot McNairy
385,Louis Walsh
386,Chiara Caselli
387,Taylor Handley
388,Michael Welch
389,Alan Oppenheimer
390,Nicholas Braun
391,Patrick Macnee
392,Ricky Catter
393,Marco St. John
394,Brooke D'Orsay
395,Nathalie Baye
396,Martin Henderson
397,Dato Bakhtadze
398,Kirk Acevedo
399,Bobby Moynihan
400,Rufus Sewell
401,Louis Herthum
402,Sabrina Ferilli
403,Darlene Love
404,James Lipton
405,Oanh Nguyen
406,Clifton Collins Jr.
407,Divine
408,Tim Thomerson
409,Minnie Driver
410,Eric Godon
411,Dany Boon
412,James Lew
413,Leleti Khumalo
414,Robert Downey Jr.
415,Shailene Garnett
416,Dick Van Patten
417,Aramis Knight
418,Fenella Woolgar
419,Barbara Bach
420,Nicola Walker
421,Chi McBride
422,Catherine Schell
423,Matt Schulze
424,Brooke Newton
425,Paul Scofield
426,Don Brooks
427,Sabrina Carmichael
428,Jack O'Connell
429,Casey Gooden
430,Brianne Brozey
431,Mia Wasikowska
432,Regina Casé
433,Mireille Enos
434,Armin Rohde
435,Kevin Scott Richardson
436,Elizabeth Debicki
437,Celina Beach
438,Roger Bart
439,Alisha Boe
440,Elvis Tsui
441,Brian Lee Franklin
442,Heather Sossaman
443,Elina Abai Kyzy
444,Robert Prosky
445,Brett Cullen
446,Guillermo Arriaga
447,Christopher Lee
448,Steven Yeun
449,Todd Susman
450,Jim Gaffigan
451,Ron Eldard
452,Emily Alyn Lind
453,Matthew Modine
454,Kate Ashfield
455,Paul Gleason
456,Peter Firth
457,Michael Elphick
458,Noah Segan
459,Olivia DeJonge
460,Andrej Nahtigal
461,Adrienne Pickering
462,Redd Foxx
463,Daniella Alonso
464,Meghan Ory
465,Laurence Olivier
466,Alexa Davalos
467,Tamara Tunie
468,Thomas Bo Larsen
469,Pablo Rosso
470,Mugambi Nthiga
471,Lindsay MacDonald
472,Ho-Sung Pak
473,Natasha Henstridge
474,Andrew Simpson
475,Bonz Malone
476,Jordan Bridges
477,Colleen Dewhurst
478,Claudette Colbert
479,Mark Moses
480,Brian McNamara
481,Billy Crudup
482,Bernie Casey
483,Alden Ehrenreich
484,Slash
485,Katharine Ross
486,Agata Trzebuchowska
487,Geraldine McEwan
488,Britney Spears
489,Vincent De Paul
490,Steven Waddington
491,Kostja Ullmann
492,Romola Garai
493,Sarah Murphy-Dyson
494,Alice Cooper
495,Elizabeth Meriwether
496,Patrick Muldoon
497,Matt Walsh
498,Roy Dupuis
499,Adam Brown
500,Vic Morrow
501,Miranda Richardson
502,Marcela Mar
503,Cjon Saulsberry
504,Alex Veadov
505,Bruce Newbold
506,Dustin Lance Black
507,Grace Jones
508,A.J. Langer
509,Cheyenne Jackson
510,Anneliese van der Pol
511,Nancy Cartwright
512,Bill Paterson
513,Ye Liu
514,Maximilian Dirr
515,Gordon Currie
516,Masi Oka
517,Johnnie Walker
518,Elsa Lanchester
519,Leon
520,Grace Gummer
521,Celia Imrie
522,Brooklynn Proulx
523,Alexia Rasmussen
524,Bruno Campos
525,Christian Clemenson
526,Alan David
527,Jada Pinkett Smith
528,Rorke Denver
529,Kevin Brown
530,Steve Howey
531,Mircea Monroe
532,Carol Ann Susi
533,Winter Ave Zoli
534,Katrina Law
535,Donald Trump
536,Cristián de la Fuente
537,Steve Coogan
538,Lisa Arnold
539,Charles Aidman
540,Félix Moati
541,Richard Linklater
542,Ryan Gosling
543,Miyu Irino
544,Matt Bushell
545,Joe Pingue
546,Mitchell Ryan
547,Hugh Ducklow
548,Isabelle Huppert
549,Nick Krause
550,Fredro Starr
551,Alexandra Maria Lara
552,Joseph Mawle
553,David Masterson
554,Gary McDonald
555,Andrew Airlie
556,Jonathan Crombie
557,Ann Gillis
558,Michelle Krusiec
559,Pamela Salem
560,Amanda Wyss
561,Eva Marie Saint
562,James Corden
563,Amy Hill
564,Danny Huston
565,Tatum O'Neal
566,Liza Minnelli
567,Katy Jurado
568,Eva Bourne
569,Dylan Schombing
570,Natalie Press
571,Eduard Fernández
572,Jonathan Tucker
573,Meredith Scott Lynn
574,Angus T. Jones
575,Dan O'Herlihy
576,Nick Principe
577,Natalie Lisinska
578,Brock Peters
579,Elizabeth Blackmore
580,Derek Jeter
581,Veronica Taylor
582,Riteish Deshmukh
583,George Lopez
584,Michael Biehn
585,Phyllis Smith
586,Fadia Nadda
587,Marilyn Rising
588,Taika Waititi
589,Bill Maher
590,Francine Blake
591,Aubrey Poo
592,Rufus Graham
593,Wale Ojo
594,Kate Higgins
595,Jeff Bridges
596,Per Christian Ellefsen
597,Lars Ulrich
598,Matthew Gray Gubler
599,Emma Lung
600,Tannishtha Chatterjee
601,Sean Lennon
602,Marcella Lentz-Pope
603,Matthew Sunderland
604,Saïd Taghmaoui
605,Claire Foy
606,Lior Ashkenazi
607,Jami Gertz
608,Micah Sloat
609,Olivia Wilde
610,William Katt
611,Christian Stolte
612,John Jarratt
613,Steve Pemberton
614,Jim Cody Williams
615,Lauren German
616,Jessica Mauboy
617,Billie Burke
618,Thekla Reuten
619,Zoe Levin
620,Andy On
621,Matt Malloy
622,Mackenzie Gray
623,Blaine Anderson
624,Catherine Bell
625,Tracy Letts
626,Dustin Diamond
627,Lucy Gaskell
628,Don McManus
629,Sherman Hemsley
630,Mani Bharathi
631,Justin Baldoni
632,Michael Smiley
633,Adriano Giannini
634,Rae'Ven Kelly
635,Joseph Gordon-Levitt
636,David Sullivan
637,Oona Laurence
638,Iván Kamarás
639,Hans Weingartner
640,Samantha McLeod
641,Bai Ling
642,Will Rothhaar
643,Bobby Deol
644,Vicky Krieps
645,Amir Talai
646,Richard Wilson
647,Tom Hamann
648,AJ Michalka
649,Chloë Grace Moretz
650,James Fox
651,Peter Ustinov
652,Takashi Shimura
653,Kim De Angelo
654,Temple Grandin
655,Theresa Russell
656,Joe McQueen
657,Eric Worre
658,Sunny Mabrey
659,Eddie Griffin
660,Spencer Tracy
661,Gale Sondergaard
662,Augustus Prew
663,Wendy Crewson
664,Arcelia Ramírez
665,Leo Rossi
666,Frank Welker
667,Christopher Atkins
668,Julia Jones
669,Reginald VelJohnson
670,Anne Archer
671,Frederic Forrest
672,Matthew Feeney
673,Piero Maggiò
674,Angelo Tsarouchas
675,Branko Djuric
676,Ashley Rickards
677,John Simm
678,Paul Schneider
679,Ana Maria Guran
680,Marisa Saks
681,Bryce Dallas Howard
682,Cara Delevingne
683,David Jason Perez
684,Fred Williamson
685,Brian Dennehy
686,Annie Parisse
687,Déborah Révy
688,Lindsay Kay Hayward
689,Indira Varma
690,Synnøve Macody Lund
691,Cherami Leigh
692,Connie Ray
693,Alexandre Rodrigues
694,Sahajak Boonthanakit
695,Elijah Kelley
696,Chris Bruno
697,Marie Gillain
698,Yorick van Wageningen
699,Bradley Cooper
700,Loretta Devine
701,Ralph Richardson
702,Stephen Walters
703,Eleanor Parker
704,Max Adler
705,Richard Glover
706,Russell Tovey
707,Eddie Peng
708,Richard Masur
709,Lunetta Savino
710,Samuel Davis
711,David Harbour
712,Kristen Seavey
713,Veronika Vernadskaya
714,Gregory Cruz
715,Richard Schiff
716,Yousef 'Joe' Sweid
717,Yuriy Tsurilo
718,James Russo
719,Hakeem Kae-Kazim
720,Shah Rukh Khan
721,Deirdre Lorenz
722,Jennifer Sky
723,Zach Grenier
724,Wendy Raquel Robinson
725,Will Patton
726,Angus Sampson
727,Tim Abell
728,Tom Cruise
729,Clotilde Hesme
730,Collin Alfredo St. Dic
731,Maureen McCormick
732,Scott Wolf
733,Mélissa Theuriau
734,Andy Dick
735,Ingvar Eggert Sigurðsson
736,Oscar Gale
737,Maeve Dermody
738,Jason Cope
739,Billy Campbell
740,Brooke Bundy
741,Gauhar Khan
742,Anna Vareschi
743,Travis Smith
744,Barbara Billingsley
745,John Hillerman
746,Julia Ormond
747,Emma Bell
748,Catherine Lough Haggquist
749,Jude Ciccolella
750,Chris Harrison
751,Mary Carr
752,Vladimir Garin
753,Tisha Campbell-Martin
754,Bergüzar Korel
755,John Lyons
756,Alexandru Potocean
757,Darren Shahlavi
758,Khalid Abdalla
759,Bob Hastings
760,Taliesin Jaffe
761,Bruce Vilanch
762,Samira Wiley
763,Ariel Hsing
764,Virginia Madsen
765,Tim Matheson
766,Tovah Feldshuh
767,Yasuaki Kurata
768,Samantha Morton
769,Victoria Leigh
770,Michael Bower
771,Master P
772,Adrian Gonzalez
773,J.J. Abrams
774,Clé Bennett
775,Alice Englert
776,Jon Foo
777,Holmes Osborne
778,Karen Alexander
779,Chris Gauthier
780,Jonathan Brewer
781,Jelena Nik
782,Kevin Grevioux
783,Gustaf Skarsgård
784,Zach Woods
785,Tom Bosley
786,Robb Wells
787,Leon Isaac Kennedy
788,Niecy Nash
789,William Shockley
790,Lily Cole
791,Diora Baird
792,Kiran Shah
793,George Hamilton
794,Eden Riegel
795,Al Gore
796,Cheri Oteri
797,Rip Torn
798,Hugh Mun
799,Ray McKinnon
800,Iben Hjejle
801,Laurence Fox
802,Pierre Prieur
803,Holly Hunter
804,Salvator Xuereb
805,Hristo Shopov
806,Zhonghua Chen
807,Eugene Roche
808,Tim Choate
809,Victoria Jackson
810,Timothy West
811,Carole Bouquet
812,Kevin Sussman
813,Alfred Enoch
814,Evan McGuire
815,Greg Ayres
816,Sam Claflin
817,Teresa Wright
818,Johnny Harris
819,George Voskovec
820,Reeve Carney
821,Sharlto Copley
822,Margo Harshman
823,André the Giant
824,Sophie Okonedo
825,Quinton Aaron
826,Yuval Diskin
827,Billy Gardell
828,James Hetfield
829,Cory Hardrict
830,Nigel Bruce
831,Jeffrey Weissman
832,Tom Sizemore
833,Nick Robinson
834,Rudolf Klein-Rogge
835,Benjamin Fletcher
836,Bob Marley
837,Pruitt Taylor Vince
838,Courtney B. Vance
839,Christian Camargo
840,Javed Sheikh
841,Jeremy Brett
842,Larry Mullen Jr.
843,Michael McKean
844,Greg Aronowitz
845,Dominik García-Lorido
846,John Reardon
847,Gene Tierney
848,Marco D'Amore
849,Omid Abtahi
850,Lawrence Gilliard Jr.
851,Lori Petty
852,Meryl Streep
853,Polly Walker
854,Terry Kinney
855,Dan Fogler
856,Nils-Anders Vallgårda
857,Steve Oedekerk
858,Larry Drake
859,Bahare Seddiqi
860,LeVar Burton
861,Sofia Boutella
862,Paul Daniel Ayotte
863,Matthew Senreich
864,Kamel Krifa
865,Red Skelton
866,Chi Muoi Lo
867,Jeff Dowd
868,Genevieve O'Reilly
869,Katie Leclerc
870,Jeff Ament
871,O.J. Simpson
872,Minoru Chiaki
873,Gideon Emery
874,Greg Germann
875,Judd Hirsch
876,Stephen Baldwin
877,Katherine Helmond
878,Ronald Pickup
879,Heather Langenkamp
880,Takashi Miike
881,Razaaq Adoti
882,Ellar Coltrane
883,Shawn Hatosy
884,Dree Hemingway
885,Jordan Prentice
886,Consuelo Gómez
887,Dichen Lachman
888,Charlotte Rae
889,Carol Kane
890,Julie Christie
891,Wendi McLendon-Covey
892,Raven-Symoné
893,Alexa PenaVega
894,Lois Maxwell
895,Kay Panabaker
896,Emilia Fox
897,Scott Patterson
898,Pawel Szajda
899,Amy Yasbeck
900,Richard Lynch
901,Justin Chambers
902,Alice Krige
903,Amelia Giancarlo
904,Kirby Heyborne
905,Todd Bridges
906,Jean-Louis Trintignant
907,Kristin Lehman
908,Yû Aoi
909,Vincent Pastore
910,Rob Brown
911,Fay Masterson
912,Naomi Nishida
913,Agnia Ditkovskite
914,Wayne Pygram
915,Sprague Grayden
916,James Lance
917,Tom Cavanagh
918,Lindsay Duncan
919,Linda Cardellini
920,Romain Duris
921,Kenneth Cranham
922,Maxwell Moody
923,David Proval
924,Richard Graham
925,Joe Coffey
926,Rakie Ayola
927,Jessie T. Usher
928,Tori Spelling
929,James Tupper
930,Robert Pralgo
931,Rod Steiger
932,Eddie Cibrian
933,Christina Vidal
934,Bojana Novakovic
935,Joey Slotnick
936,Tom Dreesen
937,Ayush Mahesh Khedekar
938,Melissa Sturm
939,Antonio Arrué
940,Candace Kroslak
941,Dileep Raj
942,Lex Shrapnel
943,Alan Rickman
944,Darren Kendrick
945,Lisa Kay
946,Sid Caesar
947,Ljubomir Kerekes
948,Chris Pontius
949,Larry Poindexter
950,Ashleigh Gryzko
951,Andrea Savage
952,David White
953,Erin O'Brien
954,Serena Scott Thomas
955,Pink
956,Mark Camacho
957,Sarah Steele
958,Kirstie Alley
959,Usher Raymond
960,Kim Darby
961,Robin McLeavy
962,Martin Starr
963,Geoff Stults
964,Estella Warren
965,Dany Verissimo-Petit
966,Catherine O'Hara
967,Alma Martinez
968,Alice Greczyn
969,Bill Murray
970,Gilbert R. Hill
971,Ralitsa Paskaleva
972,Christine Cavanaugh
973,Frankie Muniz
974,Callum Rennie
975,Joe Spinell
976,Elissa Dowling
977,Doug Cockle
978,Patrick Brammall
979,Owen Kline
980,Gerard McSorley
981,Sheldon Leonard
982,Spencer Wilding
983,Christiana Leucas
984,Dan Bilzerian
985,Ruby Dee
986,Yûki Amami
987,Rawiri Paratene
988,Brad Pitt
989,Daniel Kaluuya
990,Holland Taylor
991,Mark Hengst
992,Brahmanandam
993,DeForest Kelley
994,Todd Giebenhain
995,William Zabka
996,Ruby Jerins
997,Gina Lollobrigida
998,Patricia Richardson
999,Judith Hill
1000,Ace Marrero
1001,Johnny Lewis
1002,Callie Thorne
1003,Sigríður María Egilsdóttir
1004,Jason Connery
1005,Hector Kotsifakis
1006,Judith Anderson
1007,Sebastian Aguilar
1008,Jenny McCarthy
1009,Chris 'Wonder' Schoeck
1010,Ryan Guzman
1011,Dave Sheridan
1012,Rab Affleck
1013,Ana Imnadze
1014,Christina Milian
1015,Luke Kirby
1016,Jean Harlow
1017,Whit Bissell
1018,Karisma Kapoor
1019,Beau Garrett
1020,Helen McCrory
1021,André Ramiro
1022,Kathy Uyen
1023,Oliver Stark
1024,Tygo Gernandt
1025,Julia Garner
1026,Fred Tatasciore
1027,Parminder Nagra
1028,Daniel Lapaine
1029,Mark Webber
1030,Mona Marshall
1031,Allison Dean
1032,James Brolin
1033,Brighton Sharbino
1034,Martin Scorsese
1035,Terence Bernie Hines
1036,Alan D. Purwin
1037,Liz Mullane
1038,Archie Panjabi
1039,Jessica Raine
1040,Tracy Spiridakos
1041,Jerry Mathers
1042,Miguel Ángel Solá
1043,Melonie Diaz
1044,Justin Gordon
1045,Michael Beck
1046,Emma Kenney
1047,Finn Wittrock
1048,Sandrine Kiberlain
1049,Alex Gibney
1050,Eva Amurri Martino
1051,Andrew Keir
1052,John Lucas
1053,Edgar Tancangco
1054,Julie Kavner
1055,Mario Monicelli
1056,Charles S. Dutton
1057,Béatrice Dalle
1058,Patrick Wilson
1059,Monique Candelaria
1060,Dendrie Taylor
1061,Collin Chou
1062,Tom Guiry
1063,Jeff Delaney
1064,Zooey Deschanel
1065,Ahna O'Reilly
1066,Kelly Reno
1067,Parker Riggs
1068,Lily James
1069,Matthew Macfadyen
1070,Shannon Woodward
1071,Desmond Llewelyn
1072,Thomas McDonell
1073,Giancarlo Giannini
1074,Tim Meadows
1075,Tac Fitzgerald
1076,Dillon Casey
1077,Bill Martone
1078,Reginald Ballard
1079,Emily Baldoni
1080,Josh Charles
1081,Evan Parke
1082,Blair Brown
1083,Jean-Pierre Darroussin
1084,Wray Crawford
1085,Caleb Landry Jones
1086,Juliet Stevenson
1087,Constance Marie
1088,William Atherton
1089,Kenneth Tobey
1090,Sam J. Jones
1091,Georgina Cates
1092,Zoe Lister-Jones
1093,CCH Pounder
1094,Radha Mitchell
1095,Hill Harper
1096,Arliss Howard
1097,Larenz Tate
1098,Cem Yilmaz
1099,Madison Pettis
1100,Sofie Gråbøl
1101,Daniel Wu
1102,James Eckhouse
1103,Yvette Mimieux
1104,James Gammon
1105,Swoosie Kurtz
1106,Rainn Wilson
1107,Samantha Barks
1108,Don Stark
1109,Robert Lopez
1110,Amber Marshall
1111,Sean Kingston
1112,Ioan Gruffudd
1113,Nick Zano
1114,Katharine Isabelle
1115,Steve Whitmire
1116,John Saxon
1117,Ulrich Thomsen
1118,Niall Horan
1119,Alan Ford
1120,Markéta Irglová
1121,Tony Doupe
1122,Jamie Draven
1123,Omri Katz
1124,Larry Fessenden
1125,Robert Ri'chard
1126,Katherine McNamara
1127,Patti LuPone
1128,Benedict Wong
1129,Mark Torgl
1130,David Denman
1131,Tina Louise
1132,Cheech Marin
1133,Graham Beckel
1134,Randy Quaid
1135,Jane Curtin
1136,Rachel Blakely
1137,Cam Clarke
1138,Rosie O'Donnell
1139,George Chakiris
1140,Molly Ephraim
1141,Lalaine
1142,Mick Foley
1143,Jesse Jane
1144,Hannah Britland
1145,Bérénice Bejo
1146,Xzibit
1147,Alison Lohman
1148,Christopher Meloni
1149,Trevor Morgan
1150,Stephen Rea
1151,Chris Kattan
1152,Louis Lombardi
1153,Toby Jones
1154,Sylvester Stallone
1155,Lee Evans
1156,Kimberly Beck
1157,Nissim Renard
1158,Lillian Gish
1159,Alex Sanborn
1160,Charlie Talbert
1161,William Morgan Sheppard
1162,Shinobu Terajima
1163,Jim O'Heir
1164,Bruce Campbell
1165,Kerry Bishé
1166,Kristy Swanson
1167,Tenoch Huerta
1168,Haley Joel Osment
1169,Cary-Hiroyuki Tagawa
1170,Garry Shandling
1171,Louise Lasser
1172,Bob Neill
1173,John Bell
1174,Rumer Willis
1175,Viva Bianca
1176,Peter Berg
1177,Christopher Heyerdahl
1178,Emily Osment
1179,Chelsea Handler
1180,Elisa Donovan
1181,Lindsay Felton
1182,Lesley Ann Warren
1183,Steve Bastoni
1184,Björn Hlynur Haraldsson
1185,Marley Shelton
1186,Justin Hall
1187,Francis Lederer
1188,Juliane Köhler
1189,Fred Rogers
1190,Larry the Cable Guy
1191,Ken Sansom
1192,Barry Corbin
1193,Mason Gamble
1194,Kathleen Kinmont
1195,Greer Garson
1196,Adriane Lenox
1197,Katherine Waterston
1198,Daniela Bianchi
1199,Patrick Bauchau
1200,Christine Taylor
1201,Alan Autry
1202,Ben Chaplin
1203,Bubba Smith
1204,Norman Lloyd
1205,Jason Scott Lee
1206,Billy Gilbert
1207,Darren Healy
1208,David Opatoshu
1209,Dalia Hernández
1210,James Drury
1211,Terry Jones
1212,Adam Butcher
1213,Michael Potts
1214,David Hemmings
1215,Lisa Ray
1216,Wayne Knight
1217,Steve Guttenberg
1218,Robin Atkin Downes
1219,Ron Palillo
1220,Lee Remick
1221,Marlee Matlin
1222,Gina McKee
1223,Troy Garity
1224,Noah Ringer
1225,Carlease Burke
1226,Jon Foster
1227,Victoria Lachelle
1228,Akima
1229,Roberts Blossom
1230,Rüdiger Vogler
1231,John Fiedler
1232,Tom Cullen
1233,Tyler James Williams
1234,Bruce McGill
1235,Chris Cox
1236,Alex Huszar
1237,Keenen Ivory Wayans
1238,Herman Koto
1239,Andy Richter
1240,Angélica Sancio
1241,Bruce Davison
1242,Katy Mixon
1243,Vincent Schiavelli
1244,John Howard
1245,Long Nguyen
1246,Jerry Ferrara
1247,Ariane Schluter
1248,Amy Steel
1249,Jemima Kirke
1250,Deon Richmond
1251,Sachiko Ishida
1252,David Keith
1253,Hailu Qin
1254,Leo G. Carroll
1255,Vanessa Hessler
1256,Fana Mokoena
1257,Bradley Pierce
1258,Matthew Knight
1259,Albert Finney
1260,Jessica Lowndes
1261,Kelly Rowan
1262,Andrea Frankle
1263,John Larroquette
1264,Michel Serrault
1265,Dylan Authors
1266,Darren McGavin
1267,Amanda Mealing
1268,Deborra-Lee Furness
1269,Sven Nordin
1270,Necar Zadegan
1271,Billie Whitelaw
1272,Dick Powell
