movie_id,director_id,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
1631867,1372,113.0,100189501.0,Edge of Tomorrow,431620,English,USA,PG-13,178000000.0,2014.0,7.9,2.35
114898,1002,176.0,88246220.0,Waterworld,144337,English,USA,PG-13,175000000.0,1995.0,6.1,1.85
1046173,367,118.0,150167630.0,G.I. Joe: The Rise of Cobra,174578,English,USA,PG-13,175000000.0,2009.0,5.8,2.35
2096673,1490,95.0,356454367.0,Inside Out,345198,English,USA,PG,175000000.0,2015.0,8.3,1.85
1228705,2395,124.0,312057433.0,Iron Man 2,522371,English,USA,PG-13,200000000.0,2010.0,7.0,2.35
1735898,224,132.0,155111815.0,Snow White and the Huntsman,228554,English,USA,PG-13,170000000.0,2012.0,6.1,2.35
1587310,2041,97.0,241407328.0,Maleficent,252257,English,USA,PG,180000000.0,2014.0,7.0,2.35
2103281,2218,130.0,208543795.0,Dawn of the Planet of the Apes,317542,English,USA,PG-13,170000000.0,2014.0,7.6,1.85
1335975,1566,128.0,38297305.0,47 Ronin,116994,English,USA,PG-13,175000000.0,2013.0,6.3,2.35
1843866,1465,136.0,259746958.0,Captain America: The Winter Soldier,496749,English,USA,PG-13,170000000.0,2014.0,7.8,2.35
892791,122,93.0,238371987.0,Shrek Forever After,138661,English,USA,PG,165000000.0,2010.0,6.4,2.35
1964418,377,130.0,93417865.0,Tomorrowland,128306,English,USA,PG,190000000.0,2015.0,6.5,2.2
2245084,345,102.0,222487711.0,Big Hero 6,279093,English,USA,PG,165000000.0,2014.0,7.9,2.39
1772341,1549,101.0,189412677.0,Wreck-It Ralph,272534,English,USA,PG,165000000.0,2012.0,7.8,2.35
338348,1042,100.0,665426.0,The Polar Express,120798,English,USA,G,165000000.0,2004.0,6.6,2.35
1628841,151,120.0,102315545.0,Independence Day: Resurgence,58137,English,USA,PG-13,165000000.0,2016.0,5.5,2.35
892769,76,98.0,217387997.0,How to Train Your Dragon,485430,English,USA,PG,165000000.0,2010.0,8.2,2.35
181852,978,109.0,150350192.0,Terminator 3: Rise of the Machines,305340,English,USA,R,200000000.0,2003.0,6.4,2.35
2015381,1916,121.0,333130696.0,Guardians of the Galaxy,682155,English,USA,PG-13,170000000.0,2014.0,8.1,2.35
816692,300,169.0,187991439.0,Interstellar,928227,English,USA,PG-13,165000000.0,2014.0,8.6,2.35
1375666,300,148.0,292568851.0,Inception,1468200,English,USA,PG-13,160000000.0,2010.0,8.8,2.35
903624,2260,182.0,303001229.0,The Hobbit: An Unexpected Journey,637246,English,USA,PG-13,180000000.0,2012.0,7.9,2.35
421715,1169,166.0,127490802.0,The Curious Case of Benjamin Button,459346,English,USA,PG-13,150000000.0,2008.0,7.8,2.35
1270798,1763,132.0,146405371.0,X-Men: First Class,518537,English,USA,PG-13,160000000.0,2011.0,7.8,2.35
1951266,1463,137.0,281666058.0,The Hunger Games: Mockingjay - Part 2,166137,English,USA,PG-13,160000000.0,2015.0,6.6,2.35
963966,2183,109.0,63143812.0,The Sorcerer's Apprentice,124185,English,USA,PG,150000000.0,2010.0,6.1,2.35
409182,956,98.0,60655503.0,Poseidon,82380,English,USA,PG-13,160000000.0,2006.0,5.6,2.35
2567026,1813,113.0,76846624.0,Alice Through the Looking Glass,21352,English,USA,PG,170000000.0,2016.0,6.4,1.85
413267,1600,93.0,320706665.0,Shrek the Third,211971,English,USA,PG,160000000.0,2007.0,6.1,1.85
803096,1581,123.0,46978995.0,Warcraft,111609,English,USA,PG-13,160000000.0,2016.0,7.3,2.35
1340138,202,126.0,89732035.0,Terminator Genisys,188457,English,USA,PG-13,155000000.0,2015.0,6.6,2.35
980970,133,113.0,104383624.0,The Chronicles of Narnia: The Voyage of the Dawn Treader,106446,English,USA,PG,155000000.0,2010.0,6.3,1.78
213149,1964,184.0,198539855.0,Pearl Harbor,254111,English,USA,PG-13,140000000.0,2001.0,6.1,2.35
418279,1964,144.0,318759914.0,Transformers,513158,English,USA,PG-13,150000000.0,2007.0,7.1,2.35
346491,1019,206.0,34293771.0,Alexander,138863,English,Germany,R,155000000.0,2004.0,5.5,2.35
373889,25,138.0,292000866.0,Harry Potter and the Order of the Phoenix,355137,English,UK,PG-13,150000000.0,2007.0,7.5,2.35
330373,1104,157.0,289994397.0,Harry Potter and the Goblet of Fire,385670,English,UK,PG-13,150000000.0,2005.0,7.6,2.35
448157,1966,102.0,227946274.0,Hancock,343648,English,USA,PG-13,150000000.0,2008.0,6.4,2.35
480249,1463,104.0,256386216.0,I Am Legend,530870,English,USA,PG-13,150000000.0,2007.0,7.2,2.35
367594,380,115.0,206456431.0,Charlie and the Chocolate Factory,320284,English,USA,PG,150000000.0,2005.0,6.7,1.85
382932,377,111.0,206435493.0,Ratatouille,473887,English,USA,G,150000000.0,2007.0,8.0,2.35
372784,300,128.0,205343774.0,Batman Begins,980946,English,USA,PG-13,150000000.0,2005.0,8.3,2.35
479952,1109,89.0,179982968.0,Madagascar: Escape 2 Africa,146019,English,USA,PG,150000000.0,2008.0,6.7,1.85
1078912,1869,105.0,177243721.0,Night at the Museum: Battle of the Smithsonian,130272,English,USA,PG,150000000.0,2009.0,5.9,2.35
458525,1237,119.0,179883016.0,X-Men Origins: Wolverine,361924,English,USA,PG-13,150000000.0,2009.0,6.7,2.35
242653,2375,129.0,139259759.0,The Matrix Revolutions,364948,English,Australia,R,150000000.0,2003.0,6.7,2.35
2294629,2181,102.0,400736600.0,Frozen,421658,English,USA,PG,150000000.0,2013.0,7.6,2.24
234215,2375,138.0,281492479.0,The Matrix Reloaded,421818,English,USA,R,150000000.0,2003.0,7.2,2.35
1981115,202,112.0,206360018.0,Thor: The Dark World,414070,English,USA,PG-13,170000000.0,2013.0,7.1,2.35
1392190,1207,120.0,153629485.0,Mad Max: Fury Road,552503,English,Australia,R,150000000.0,2015.0,8.1,2.35
808151,1377,146.0,133375846.0,Angels & Demons,207839,English,USA,PG-13,150000000.0,2009.0,6.7,2.35
800369,1882,115.0,181015141.0,Thor,536314,English,USA,PG-13,150000000.0,2011.0,7.0,2.35
397892,746,96.0,114053579.0,Bolt,146766,English,USA,PG,150000000.0,2008.0,6.9,1.85
436339,1688,88.0,119420252.0,G-Force,33042,English,USA,PG,150000000.0,2009.0,5.1,2.35
1646987,1968,99.0,83640426.0,Wrath of the Titans,152826,English,USA,PG-13,150000000.0,2012.0,5.8,1.85
1077368,380,113.0,79711678.0,Dark Shadows,199039,English,USA,PG-13,100000000.0,2012.0,6.2,1.85
2381249,1338,131.0,195000874.0,Mission: Impossible - Rogue Nation,232187,English,China,PG-13,150000000.0,2015.0,7.4,2.35
780653,1954,119.0,61937495.0,The Wolfman,89442,English,USA,R,150000000.0,2010.0,5.8,1.85
918940,25,110.0,124051759.0,The Legend of Tarzan,42372,English,USA,PG-13,180000000.0,2016.0,6.6,2.35
389790,2095,91.0,126597121.0,Bee Movie,105902,English,USA,PG,150000000.0,2007.0,6.2,1.85
1302011,88,90.0,165230261.0,Kung Fu Panda 2,182718,English,USA,PG,150000000.0,2011.0,7.3,2.35
938283,329,103.0,131564731.0,The Last Airbender,118951,English,USA,PG,150000000.0,2010.0,4.2,2.35
317919,1294,124.0,133382309.0,Mission: Impossible III,256695,English,USA,PG-13,150000000.0,2006.0,6.9,2.35
2334879,151,131.0,73103784.0,White House Down,164238,English,USA,PG-13,150000000.0,2013.0,6.4,2.35
1305591,2060,88.0,21379315.0,Mars Needs Moms,17590,English,USA,PG,150000000.0,2011.0,5.4,2.35
424095,1635,85.0,64459316.0,Flushed Away,85086,English,UK,PG,149000000.0,2006.0,6.7,1.85
864835,295,92.0,111505642.0,Mr. Peabody & Sherman,47900,English,USA,PG,145000000.0,2014.0,6.9,1.85
332452,956,196.0,133228348.0,Troy,381672,English,USA,R,175000000.0,2004.0,7.2,2.35
1277953,1109,93.0,216366733.0,Madagascar 3: Europe's Most Wanted,119213,English,USA,PG,145000000.0,2012.0,6.9,1.85
246460,915,133.0,160201106.0,Die Another Day,169914,English,UK,PG-13,142000000.0,2002.0,6.1,2.35
120591,1964,153.0,201573391.0,Armageddon,322395,English,USA,PG-13,140000000.0,1998.0,6.6,2.35
120912,1791,88.0,190418803.0,Men in Black II,270207,English,USA,PG-13,140000000.0,2002.0,6.1,1.85
442933,1042,115.0,82161969.0,Beowulf,142440,English,USA,PG-13,150000000.0,2007.0,6.3,2.35
2267968,1833,95.0,143523463.0,Kung Fu Panda 3,64322,English,USA,PG,145000000.0,2016.0,7.2,2.35
1229238,377,133.0,209364921.0,Mission: Impossible - Ghost Protocol,365104,English,USA,PG-13,145000000.0,2011.0,7.4,2.35
1446192,842,97.0,103400692.0,Rise of the Guardians,123553,English,USA,PG,145000000.0,2012.0,7.3,1.85
369441,2399,90.0,110332737.0,Fun with Dick and Jane,110788,English,USA,PG-13,100000000.0,2005.0,6.1,2.35
325710,1939,154.0,111110575.0,The Last Samurai,317166,English,USA,R,140000000.0,2003.0,7.7,2.35
796366,1294,127.0,257704099.0,Star Trek,504419,English,USA,PG-13,150000000.0,2009.0,8.0,2.35
145487,1531,121.0,403706375.0,Spider-Man,544665,English,USA,PG-13,139000000.0,2002.0,7.3,1.85
1646971,76,102.0,176997107.0,How to Train Your Dragon 2,221128,English,USA,PG,145000000.0,2014.0,7.9,2.35
2404233,1187,126.0,31141074.0,Gods of Egypt,51892,English,USA,PG-13,140000000.0,2016.0,5.5,2.35
382992,1082,121.0,31704416.0,Stealth,45455,English,USA,PG-13,135000000.0,2005.0,5.0,2.35
409459,671,215.0,107503316.0,Watchmen,392474,English,USA,R,130000000.0,2009.0,7.7,2.35
122151,1138,127.0,129734803.0,Lethal Weapon 4,127497,English,USA,R,140000000.0,1998.0,6.6,2.35
286716,1442,138.0,132122995.0,Hulk,212106,English,USA,PG-13,137000000.0,2003.0,5.7,1.85
1583421,1585,122.0,122512052.0,G.I. Joe: Retaliation,146352,English,USA,PG-13,130000000.0,2013.0,5.8,2.35
318649,2377,124.0,68642452.0,Sahara,77673,English,UK,PG-13,130000000.0,2005.0,6.0,2.35
173840,878,106.0,32131830.0,Final Fantasy: The Spirits Within,72259,English,USA,PG-13,137000000.0,2001.0,6.4,1.85
458339,1954,124.0,176636816.0,Captain America: The First Avenger,508818,English,USA,PG-13,140000000.0,2011.0,6.9,2.35
143145,133,128.0,126930660.0,The World Is Not Enough,157519,English,UK,PG-13,135000000.0,1999.0,6.4,2.35
311113,227,138.0,93926386.0,Master and Commander: The Far Side of the World,168207,English,USA,PG-13,150000000.0,2003.0,7.4,2.35
1402488,1207,100.0,63992328.0,Happy Feet 2,32399,English,Australia,PG,135000000.0,2011.0,5.9,2.35
800080,2272,135.0,134518390.0,The Incredible Hulk,326286,English,USA,PG-13,150000000.0,2008.0,6.8,2.35
3691740,177,117.0,52792307.0,The BFG,12572,English,UK,PG,140000000.0,2016.0,6.8,2.35
1663202,1058,156.0,183635922.0,The Revenant,406020,English,USA,R,135000000.0,2015.0,8.1,2.35
1860353,2151,96.0,83024900.0,Turbo,62424,English,USA,PG,135000000.0,2013.0,6.5,2.35
1192628,2106,107.0,123207194.0,Rango,183208,English,USA,PG,135000000.0,2011.0,7.2,2.35
1911658,1109,92.0,83348920.0,Penguins of Madagascar,60230,English,USA,PG,132000000.0,2014.0,6.7,1.85
440963,1795,115.0,227137090.0,The Bourne Ultimatum,491077,English,USA,PG-13,110000000.0,2007.0,8.1,2.35
441773,2238,92.0,215395021.0,Kung Fu Panda,307029,English,USA,PG,130000000.0,2008.0,7.6,2.35
478970,914,117.0,180191634.0,Ant-Man,313866,English,USA,PG-13,130000000.0,2015.0,7.4,1.85
1951264,1463,146.0,424645577.0,The Hunger Games: Catching Fire,498397,English,USA,PG-13,130000000.0,2013.0,7.6,2.35
1673434,637,115.0,292298923.0,The Twilight Saga: Breaking Dawn - Part 2,185394,English,USA,PG-13,120000000.0,2012.0,5.5,2.35
407304,177,116.0,234277056.0,War of the Worlds,334345,English,USA,PG-13,132000000.0,2005.0,6.5,1.85
172156,1964,147.0,138396624.0,Bad Boys II,178126,English,USA,R,130000000.0,2003.0,6.6,2.35
448694,1600,90.0,149234747.0,Puss in Boots,114287,English,USA,PG,130000000.0,2011.0,6.7,2.35
944835,1428,101.0,118311368.0,Salt,245621,English,USA,PG-13,110000000.0,2010.0,6.4,2.35
1959490,755,138.0,101160529.0,Noah,200022,English,USA,PG-13,125000000.0,2014.0,5.8,1.85
983193,177,107.0,77564037.0,The Adventures of Tintin,177383,English,USA,PG,135000000.0,2011.0,7.4,2.35
304141,1615,142.0,249358727.0,Harry Potter and the Prisoner of Azkaban,382255,English,UK,PG,130000000.0,2004.0,7.8,2.35
455824,43,165.0,49551662.0,Australia,102338,English,Australia,PG-13,130000000.0,2008.0,6.6,2.35
1815862,329,100.0,60522097.0,After Earth,158720,English,USA,PG-13,130000000.0,2013.0,4.9,2.35
130623,1817,82.0,137748063.0,Dinosaur,38438,English,USA,PG,127500000.0,2000.0,6.5,1.85
1680310,2086,,,Harry Potter and the Deathly Hallows: Part II,381,English,UK,,,2011.0,7.5,
2692250,1869,98.0,113733726.0,Night at the Museum: Secret of the Tomb,67223,English,USA,PG,127000000.0,2014.0,6.2,1.85
1001526,1665,95.0,148337537.0,Megamind,172754,English,USA,PG,130000000.0,2010.0,7.3,2.35
241527,605,159.0,317557891.0,Harry Potter and the Sorcerer's Stone,444683,English,UK,PG,125000000.0,2001.0,7.5,2.35
790736,2058,96.0,33592415.0,R.I.P.D.,91640,English,USA,PG-13,130000000.0,2013.0,5.6,2.35
4262980,971,120.0,,Godzilla Resurgence,374,Japanese,Japan,,,2016.0,8.2,2.35
325980,2106,143.0,305388685.0,Pirates of the Caribbean: The Curse of the Black Pearl,809474,English,USA,PG-13,140000000.0,2003.0,8.1,2.35
1571403,2086,,,Harry Potter and the Deathly Hallows: Part I,252,English,UK,,,2010.0,6.4,
1951265,1463,123.0,337103873.0,The Hunger Games: Mockingjay - Part 1,305008,English,USA,PG-13,125000000.0,2014.0,6.7,2.35
382625,1377,174.0,217536138.0,The Da Vinci Code,314253,English,USA,PG-13,125000000.0,2006.0,6.6,2.35
2357291,248,101.0,131536019.0,Rio 2,58498,English,USA,G,103000000.0,2014.0,6.4,2.35
290334,1525,134.0,214948780.0,X-Men 2,405973,English,Canada,PG-13,110000000.0,2003.0,7.5,2.35
1596343,317,132.0,209805005.0,Fast Five,284792,English,USA,PG-13,125000000.0,2011.0,7.3,2.35
1515091,995,129.0,186830669.0,Sherlock Holmes: A Game of Shadows,338635,English,USA,PG-13,125000000.0,2011.0,7.5,2.35
120657,1119,102.0,32694788.0,The 13th Warrior,101411,English,USA,R,85000000.0,1999.0,6.6,2.35
1194173,2075,135.0,113165635.0,The Bourne Legacy,229823,English,USA,PG-13,125000000.0,2012.0,6.7,2.35
118688,403,125.0,107285004.0,Batman & Robin,189855,English,USA,PG-13,125000000.0,1997.0,3.7,1.85
170016,1377,110.0,260031035.0,How the Grinch Stole Christmas,141414,English,USA,PG,123000000.0,2000.0,6.0,1.85
319262,151,124.0,186739919.0,The Day After Tomorrow,333248,English,USA,PG-13,125000000.0,2004.0,6.4,2.35
120755,1419,123.0,215397307.0,Mission: Impossible II,242188,English,USA,PG-13,125000000.0,2000.0,6.1,2.35
177971,956,130.0,182618434.0,The Perfect Storm,133076,English,USA,PG-13,140000000.0,2000.0,6.4,2.35
486576,401,92.0,131920333.0,Fantastic 4: Rise of the Silver Surfer,213275,English,USA,PG,130000000.0,2007.0,5.6,2.35
454876,1442,127.0,124976634.0,Life of Pi,440084,English,USA,PG,120000000.0,2012.0,8.0,1.85
259324,1227,123.0,115802596.0,Ghost Rider,182661,English,USA,PG-13,110000000.0,2007.0,5.2,2.35
4196776,1795,123.0,108521835.0,Jason Bourne,40123,English,UK,PG-13,120000000.0,2016.0,7.1,2.35
305357,2271,107.0,100685880.0,Charlie's Angels: Full Throttle,100821,English,USA,PG-13,120000000.0,2003.0,4.8,2.35
1446714,254,124.0,126464904.0,Prometheus,456260,English,USA,R,130000000.0,2012.0,7.0,2.35
243585,295,77.0,64736114.0,Stuart Little 2,36471,English,USA,PG,120000000.0,2002.0,5.4,1.85
1535108,2013,109.0,93050117.0,Elysium,338087,English,USA,R,115000000.0,2013.0,6.6,2.35
296572,1598,134.0,57637485.0,The Chronicles of Riddick,183909,English,USA,PG-13,105000000.0,2004.0,6.7,2.35
811080,2375,135.0,43929341.0,Speed Racer,57873,English,USA,PG,120000000.0,2008.0,6.1,2.35
1341188,987,121.0,30212620.0,How Do You Know,35066,English,USA,PG-13,120000000.0,2010.0,5.3,1.85
1013743,1831,117.0,76418654.0,Knight and Day,148280,English,USA,PG-13,117000000.0,2010.0,6.3,2.35
1483013,1684,124.0,89021735.0,Oblivion,387436,English,USA,PG-13,120000000.0,2013.0,7.0,2.35
121766,17,140.0,380262555.0,Star Wars: Episode III - Revenge of the Sith,520104,English,USA,PG-13,113000000.0,2005.0,7.6,2.35
121765,17,142.0,310675583.0,Star Wars: Episode II - Attack of the Clones,464310,English,USA,PG,115000000.0,2002.0,6.7,1.78
198781,1490,92.0,289907418.0,"Monsters, Inc.",585659,English,USA,G,115000000.0,2001.0,8.1,1.85
1430132,1831,138.0,132550960.0,The Wolverine,328067,English,USA,PG-13,120000000.0,2013.0,6.7,2.35
120915,17,136.0,474544677.0,Star Wars: Episode I - The Phantom Menace,534658,English,USA,PG,115000000.0,1999.0,6.5,2.35
481499,455,98.0,187165546.0,The Croods,150618,English,USA,PG,135000000.0,2013.0,7.3,2.35
463872,1513,116.0,,Asterix at the Olympic Games,20567,French,France,,78000000.0,2008.0,5.1,2.35
245562,1419,153.0,40911830.0,Windtalkers,55994,English,USA,R,115000000.0,2002.0,6.0,2.35
2381991,2122,120.0,47952020.0,The Huntsman: Winter's War,37750,English,USA,PG-13,115000000.0,2016.0,6.1,2.35
1454468,1615,91.0,274084951.0,Gravity,582917,English,UK,PG-13,100000000.0,2013.0,7.8,2.35
118928,1113,108.0,67155742.0,Dante's Peak,62271,English,USA,PG-13,116000000.0,1997.0,5.8,2.35
3949660,2292,112.0,81638674.0,Teenage Mutant Ninja Turtles: Out of the Shadows,17533,English,USA,PG-13,135000000.0,2016.0,6.3,2.35
477347,1869,108.0,250863268.0,Night at the Museum,234480,English,USA,PG,110000000.0,2006.0,6.4,1.85
2126355,864,114.0,155181732.0,San Andreas,147497,English,USA,PG-13,110000000.0,2015.0,6.1,2.35
120347,447,119.0,125332007.0,Tomorrow Never Dies,149680,English,UK,PG-13,110000000.0,1997.0,6.5,2.35
187393,151,142.0,113330342.0,The Patriot,207613,English,USA,R,110000000.0,2000.0,7.1,2.35
349903,425,125.0,125531634.0,Ocean's Twelve,284852,English,USA,PG-13,110000000.0,2004.0,6.4,2.35
356910,1372,126.0,186336103.0,Mr. & Mrs. Smith,348861,English,USA,PG-13,120000000.0,2005.0,6.5,2.35
2908446,2058,119.0,129995817.0,Insurgent,154621,English,USA,PG-13,110000000.0,2015.0,6.3,2.35
338751,1703,170.0,102608827.0,The Aviator,264318,English,USA,PG-13,110000000.0,2004.0,7.5,2.35
1320261,1504,85.0,42776259.0,Gulliver's Travels,53160,English,USA,PG,112000000.0,2010.0,4.9,2.35
990407,2046,119.0,98780042.0,The Green Hornet,136019,English,USA,PG-13,120000000.0,2011.0,5.8,2.35
1253863,567,102.0,106369117.0,300: Rise of an Empire,225273,English,USA,R,110000000.0,2014.0,6.2,2.35
472181,2164,103.0,142614158.0,The Smurfs,66593,English,USA,PG,110000000.0,2011.0,5.5,1.78
299172,1609,76.0,50026353.0,Home on the Range,13581,English,USA,PG,110000000.0,2004.0,5.4,1.78
3410834,2058,120.0,66002193.0,Allegiant,44296,English,USA,PG-13,110000000.0,2016.0,5.8,2.35
433035,1869,127.0,85463309.0,Real Steel,254841,English,USA,PG-13,110000000.0,2011.0,7.1,2.35
2017020,2164,105.0,71017784.0,The Smurfs 2,27257,English,USA,PG,105000000.0,2013.0,5.4,1.85
